380,0.0013680000,0.0000390000,0.0064500010
385,0.0022360000,0.0000640000,0.0105499900
390,0.0042430000,0.0001200000,0.0200500100
395,0.0076500000,0.0002170000,0.0362100000
400,0.0143100000,0.0003960000,0.0678500100
405,0.0231900000,0.0006400000,0.1102000000
410,0.0435100000,0.0012100000,0.2074000000
415,0.0776300000,0.0021800000,0.3713000000
420,0.1343800000,0.0040000000,0.6456000000
425,0.2147700000,0.0073000000,1.0390501000
430,0.2839000000,0.0116000000,1.3856000000
435,0.3285000000,0.0168400000,1.6229600000
440,0.3482800000,0.0230000000,1.7470600000
445,0.3480600000,0.0298000000,1.7826000000
450,0.3362000000,0.0380000000,1.7721100000
455,0.3187000000,0.0480000000,1.7441000000
460,0.2908000000,0.0600000000,1.6692000000
465,0.2511000000,0.0739000000,1.5281000000
470,0.1953600000,0.0909800000,1.2876400000
475,0.1421000000,0.1126000000,1.0419000000
480,0.0956400000,0.1390200000,0.8129501000
485,0.0579500100,0.1693000000,0.6162000000
490,0.0320100000,0.2080200000,0.4651800000
495,0.0147000000,0.2586000000,0.3533000000
500,0.0049000000,0.3230000000,0.2720000000
505,0.0024000000,0.4073000000,0.2123000000
510,0.0093000000,0.5030000000,0.1582000000
515,0.0291000000,0.6082000000,0.1117000000
520,0.0632700000,0.7100000000,0.0782499900
525,0.1096000000,0.7932000000,0.0572500100
530,0.1655000000,0.8620000000,0.0421600000
535,0.2257499000,0.9148501000,0.0298400000
540,0.2904000000,0.9540000000,0.0203000000
545,0.3597000000,0.9803000000,0.0134000000
550,0.4334499000,0.9949501000,0.0087499990
555,0.5120501000,1.0000000000,0.0057499990
560,0.5945000000,0.9950000000,0.0039000000
565,0.6784000000,0.9786000000,0.0027499990
570,0.7621000000,0.9520000000,0.0021000000
575,0.8425000000,0.9154000000,0.0018000000
580,0.9163000000,0.8700000000,0.0016500010
585,0.9786000000,0.8163000000,0.0014000000
590,1.0263000000,0.7570000000,0.0011000000
595,1.0567000000,0.6949000000,0.0010000000
600,1.0622000000,0.6310000000,0.0008000000
605,1.0456000000,0.5668000000,0.0006000000
610,1.0026000000,0.5030000000,0.0003400000
615,0.9384000000,0.4412000000,0.0002400000
620,0.8544499000,0.3810000000,0.0001900000
625,0.7514000000,0.3210000000,0.0001000000
630,0.6424000000,0.2650000000,0.0000500000
635,0.5419000000,0.2170000000,0.0000300000
640,0.4479000000,0.1750000000,0.0000200000
645,0.3608000000,0.1382000000,0.0000100000
650,0.2835000000,0.1070000000,0.0000000000
655,0.2187000000,0.0816000000,0.0000000000
660,0.1649000000,0.0610000000,0.0000000000
665,0.1212000000,0.0445800000,0.0000000000
670,0.0874000000,0.0320000000,0.0000000000
675,0.0636000000,0.0232000000,0.0000000000
680,0.0467700000,0.0170000000,0.0000000000
685,0.0329000000,0.0119200000,0.0000000000
690,0.0227000000,0.0082100000,0.0000000000
695,0.0158400000,0.0057230000,0.0000000000
700,0.0113591600,0.0041020000,0.0000000000
705,0.0081109160,0.0029290000,0.0000000000
710,0.0057903460,0.0020910000,0.0000000000
715,0.0041094570,0.0014840000,0.0000000000
720,0.0028993270,0.0010470000,0.0000000000
725,0.0020491900,0.0007400000,0.0000000000
730,0.0014399710,0.0005200000,0.0000000000
735,0.0009999493,0.0003611000,0.0000000000
740,0.0006900786,0.0002492000,0.0000000000
745,0.0004760213,0.0001719000,0.0000000000
750,0.0003323011,0.0001200000,0.0000000000
755,0.0002348261,0.0000848000,0.0000000000
760,0.0001661505,0.0000600000,0.0000000000
765,0.0001174130,0.0000424000,0.0000000000
770,0.0000830753,0.0000300000,0.0000000000
775,0.0000587065,0.0000212000,0.0000000000
780,0.0000415099,0.0000149900,0.0000000000
